template,suggestedKey
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/VoltageLimiterRMS/IIR/IIR-1/Enable","OUTPUT_CHANNEL_VOLTAGELIMITERRMS_IIR_IIR-1_ENABLE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/VoltageLimiterRMS/IIR/IIR-1/Fc/Value","OUTPUT_CHANNEL_VOLTAGELIMITERRMS_IIR_IIR-1_FC_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/VoltageLimiterRMS/IIR/IIR-1/Gain/Value","OUTPUT_CHANNEL_VOLTAGELIMITERRMS_IIR_IIR-1_GAIN_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/VoltageLimiterRMS/IIR/IIR-1/Q/Value","OUTPUT_CHANNEL_VOLTAGELIMITERRMS_IIR_IIR-1_Q_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/VoltageLimiterRMS/IIR/IIR-1/Slope/Value","OUTPUT_CHANNEL_VOLTAGELIMITERRMS_IIR_IIR-1_SLOPE_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/VoltageLimiterRMS/IIR/IIR-1/Type/Value","OUTPUT_CHANNEL_VOLTAGELIMITERRMS_IIR_IIR-1_TYPE_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/XOver/XOver-1/Enable","OUTPUT_CHANNEL_XOVER_XOVER-1_ENABLE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/XOver/XOver-1/Fc/Value","OUTPUT_CHANNEL_XOVER_XOVER-1_FC_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/XOver/XOver-1/Slope/Value","OUTPUT_CHANNEL_XOVER_XOVER-1_SLOPE_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/XOver/XOver-1/Type/Value","OUTPUT_CHANNEL_XOVER_XOVER-1_TYPE_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/DynamicEq/DYNAMICEQ-2/AttackTime/Value","OUTPUT_CHANNEL_DYNAMICEQ_DYNAMICEQ-2_ATTACKTIME_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/DynamicEq/DYNAMICEQ-2/Enable","OUTPUT_CHANNEL_DYNAMICEQ_DYNAMICEQ-2_ENABLE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/DynamicEq/DYNAMICEQ-2/Fc/Value","OUTPUT_CHANNEL_DYNAMICEQ_DYNAMICEQ-2_FC_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/DynamicEq/DYNAMICEQ-2/FilterType/Value","OUTPUT_CHANNEL_DYNAMICEQ_DYNAMICEQ-2_FILTERTYPE_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/DynamicEq/DYNAMICEQ-2/LimiterType/Value","OUTPUT_CHANNEL_DYNAMICEQ_DYNAMICEQ-2_LIMITERTYPE_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/DynamicEq/DYNAMICEQ-2/MinGain/Value","OUTPUT_CHANNEL_DYNAMICEQ_DYNAMICEQ-2_MINGAIN_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/DynamicEq/DYNAMICEQ-2/Position/Value","OUTPUT_CHANNEL_DYNAMICEQ_DYNAMICEQ-2_POSITION_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/DynamicEq/DYNAMICEQ-2/Q/Value","OUTPUT_CHANNEL_DYNAMICEQ_DYNAMICEQ-2_Q_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/DynamicEq/DYNAMICEQ-2/Ratio/Value","OUTPUT_CHANNEL_DYNAMICEQ_DYNAMICEQ-2_RATIO_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/DynamicEq/DYNAMICEQ-2/ReleaseTime/Value","OUTPUT_CHANNEL_DYNAMICEQ_DYNAMICEQ-2_RELEASETIME_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/DynamicEq/DYNAMICEQ-2/Subposition/Value","OUTPUT_CHANNEL_DYNAMICEQ_DYNAMICEQ-2_SUBPOSITION_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/DynamicEq/DYNAMICEQ-2/Threshold/Value","OUTPUT_CHANNEL_DYNAMICEQ_DYNAMICEQ-2_THRESHOLD_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-2/Enable","OUTPUT_CHANNEL_IIR_IIR-2_ENABLE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-2/Fc/Value","OUTPUT_CHANNEL_IIR_IIR-2_FC_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-2/Gain/Value","OUTPUT_CHANNEL_IIR_IIR-2_GAIN_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-2/Q/Value","OUTPUT_CHANNEL_IIR_IIR-2_Q_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-2/Slope/Value","OUTPUT_CHANNEL_IIR_IIR-2_SLOPE_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-2/Type/Value","OUTPUT_CHANNEL_IIR_IIR-2_TYPE_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-3/Enable","OUTPUT_CHANNEL_IIR_IIR-3_ENABLE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-3/Fc/Value","OUTPUT_CHANNEL_IIR_IIR-3_FC_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-3/Gain/Value","OUTPUT_CHANNEL_IIR_IIR-3_GAIN_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-3/Q/Value","OUTPUT_CHANNEL_IIR_IIR-3_Q_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-3/Slope/Value","OUTPUT_CHANNEL_IIR_IIR-3_SLOPE_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-3/Type/Value","OUTPUT_CHANNEL_IIR_IIR-3_TYPE_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-4/Enable","OUTPUT_CHANNEL_IIR_IIR-4_ENABLE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-4/Fc/Value","OUTPUT_CHANNEL_IIR_IIR-4_FC_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-4/Gain/Value","OUTPUT_CHANNEL_IIR_IIR-4_GAIN_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-4/Q/Value","OUTPUT_CHANNEL_IIR_IIR-4_Q_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-4/Slope/Value","OUTPUT_CHANNEL_IIR_IIR-4_SLOPE_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-4/Type/Value","OUTPUT_CHANNEL_IIR_IIR-4_TYPE_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-5/Enable","OUTPUT_CHANNEL_IIR_IIR-5_ENABLE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-5/Fc/Value","OUTPUT_CHANNEL_IIR_IIR-5_FC_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-5/Gain/Value","OUTPUT_CHANNEL_IIR_IIR-5_GAIN_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-5/Q/Value","OUTPUT_CHANNEL_IIR_IIR-5_Q_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-5/Slope/Value","OUTPUT_CHANNEL_IIR_IIR-5_SLOPE_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-5/Type/Value","OUTPUT_CHANNEL_IIR_IIR-5_TYPE_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-6/Enable","OUTPUT_CHANNEL_IIR_IIR-6_ENABLE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-6/Fc/Value","OUTPUT_CHANNEL_IIR_IIR-6_FC_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-6/Gain/Value","OUTPUT_CHANNEL_IIR_IIR-6_GAIN_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-6/Q/Value","OUTPUT_CHANNEL_IIR_IIR-6_Q_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-6/Slope/Value","OUTPUT_CHANNEL_IIR_IIR-6_SLOPE_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-6/Type/Value","OUTPUT_CHANNEL_IIR_IIR-6_TYPE_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-7/Enable","OUTPUT_CHANNEL_IIR_IIR-7_ENABLE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-7/Fc/Value","OUTPUT_CHANNEL_IIR_IIR-7_FC_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-7/Gain/Value","OUTPUT_CHANNEL_IIR_IIR-7_GAIN_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-7/Q/Value","OUTPUT_CHANNEL_IIR_IIR-7_Q_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-7/Slope/Value","OUTPUT_CHANNEL_IIR_IIR-7_SLOPE_VALUE"
"/Device/Audio/Presets/Live/OutputProcess/Channels/Channel-{0}/IIR/IIR-7/Type/Value","OUTPUT_CHANNEL_IIR_IIR-7_TYPE_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/Delay/Enable","PREOUTPUTPROCESS_CHANNEL_DELAY_ENABLE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/Delay/Value","PREOUTPUTPROCESS_CHANNEL_DELAY_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/FilterNameA","PREOUTPUTPROCESS_CHANNEL_FILTERNAMEA"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/FilterNameB","PREOUTPUTPROCESS_CHANNEL_FILTERNAMEB"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/FilterNameC","PREOUTPUTPROCESS_CHANNEL_FILTERNAMEC"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/FIR/Enable","PREOUTPUTPROCESS_CHANNEL_FIR_ENABLE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/FIR/nTaps","PREOUTPUTPROCESS_CHANNEL_FIR_NTAPS"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/FIR/Taps","PREOUTPUTPROCESS_CHANNEL_FIR_TAPS"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/Gain/Value","PREOUTPUTPROCESS_CHANNEL_GAIN_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/HarmonicGenerator/DryOutput/Enable","PREOUTPUTPROCESS_CHANNEL_HARMONICGENERATOR_DRYOUTPUT_ENABLE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/HarmonicGenerator/DryOutput/Gain/Value","PREOUTPUTPROCESS_CHANNEL_HARMONICGENERATOR_DRYOUTPUT_GAIN_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/HarmonicGenerator/Harmonic/Enable","PREOUTPUTPROCESS_CHANNEL_HARMONICGENERATOR_HARMONIC_ENABLE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/HarmonicGenerator/Harmonic/Gain/Value","PREOUTPUTPROCESS_CHANNEL_HARMONICGENERATOR_HARMONIC_GAIN_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/HarmonicGenerator/Harmonic/HiPassFc/Value","PREOUTPUTPROCESS_CHANNEL_HARMONICGENERATOR_HARMONIC_HIPASSFC_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/HarmonicGenerator/Harmonic/LowPassFc/Value","PREOUTPUTPROCESS_CHANNEL_HARMONICGENERATOR_HARMONIC_LOWPASSFC_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/HarmonicGenerator/Harmonic/LowPassSlope/Value","PREOUTPUTPROCESS_CHANNEL_HARMONICGENERATOR_HARMONIC_LOWPASSSLOPE_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/HarmonicGenerator/Harmonic/Mode","PREOUTPUTPROCESS_CHANNEL_HARMONICGENERATOR_HARMONIC_MODE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/HarmonicGenerator/SubHarmonic/Enable","PREOUTPUTPROCESS_CHANNEL_HARMONICGENERATOR_SUBHARMONIC_ENABLE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/HarmonicGenerator/SubHarmonic/Gain/Value","PREOUTPUTPROCESS_CHANNEL_HARMONICGENERATOR_SUBHARMONIC_GAIN_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/HarmonicGenerator/SubHarmonic/HiPassFc/Value","PREOUTPUTPROCESS_CHANNEL_HARMONICGENERATOR_SUBHARMONIC_HIPASSFC_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/HarmonicGenerator/SubHarmonic/HiPassSlope/Value","PREOUTPUTPROCESS_CHANNEL_HARMONICGENERATOR_SUBHARMONIC_HIPASSSLOPE_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/HarmonicGenerator/SubHarmonic/LowPassFc/Value","PREOUTPUTPROCESS_CHANNEL_HARMONICGENERATOR_SUBHARMONIC_LOWPASSFC_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/HarmonicGenerator/SubHarmonic/LowPassSlope/Value","PREOUTPUTPROCESS_CHANNEL_HARMONICGENERATOR_SUBHARMONIC_LOWPASSSLOPE_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-0/Enable","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-0_ENABLE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-0/Fc/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-0_FC_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-0/Gain/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-0_GAIN_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-0/Q/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-0_Q_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-0/Slope/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-0_SLOPE_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-0/Type/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-0_TYPE_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IsHighZActive/Value","PREOUTPUTPROCESS_CHANNEL_ISHIGHZACTIVE_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/Mute/Value","PREOUTPUTPROCESS_CHANNEL_MUTE_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/Polarity/Value","PREOUTPUTPROCESS_CHANNEL_POLARITY_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/XOver/XOver-0/Enable","PREOUTPUTPROCESS_CHANNEL_XOVER_XOVER-0_ENABLE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/XOver/XOver-0/Fc/Value","PREOUTPUTPROCESS_CHANNEL_XOVER_XOVER-0_FC_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/XOver/XOver-0/Slope/Value","PREOUTPUTPROCESS_CHANNEL_XOVER_XOVER-0_SLOPE_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/XOver/XOver-0/Type/Value","PREOUTPUTPROCESS_CHANNEL_XOVER_XOVER-0_TYPE_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-1/Enable","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-1_ENABLE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-1/Fc/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-1_FC_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-1/Gain/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-1_GAIN_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-1/Q/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-1_Q_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-1/Slope/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-1_SLOPE_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-1/Type/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-1_TYPE_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/XOver/XOver-1/Enable","PREOUTPUTPROCESS_CHANNEL_XOVER_XOVER-1_ENABLE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/XOver/XOver-1/Fc/Value","PREOUTPUTPROCESS_CHANNEL_XOVER_XOVER-1_FC_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/XOver/XOver-1/Slope/Value","PREOUTPUTPROCESS_CHANNEL_XOVER_XOVER-1_SLOPE_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/XOver/XOver-1/Type/Value","PREOUTPUTPROCESS_CHANNEL_XOVER_XOVER-1_TYPE_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-2/Enable","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-2_ENABLE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-2/Fc/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-2_FC_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-2/Gain/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-2_GAIN_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-2/Q/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-2_Q_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-2/Slope/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-2_SLOPE_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-2/Type/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-2_TYPE_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-3/Enable","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-3_ENABLE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-3/Fc/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-3_FC_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-3/Gain/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-3_GAIN_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-3/Q/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-3_Q_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-3/Slope/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-3_SLOPE_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-3/Type/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-3_TYPE_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-4/Enable","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-4_ENABLE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-4/Fc/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-4_FC_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-4/Gain/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-4_GAIN_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-4/Q/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-4_Q_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-4/Slope/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-4_SLOPE_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-4/Type/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-4_TYPE_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-5/Enable","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-5_ENABLE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-5/Fc/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-5_FC_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-5/Gain/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-5_GAIN_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-5/Q/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-5_Q_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-5/Slope/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-5_SLOPE_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-5/Type/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-5_TYPE_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-6/Enable","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-6_ENABLE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-6/Fc/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-6_FC_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-6/Gain/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-6_GAIN_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-6/Q/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-6_Q_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-6/Slope/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-6_SLOPE_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-6/Type/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-6_TYPE_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-7/Enable","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-7_ENABLE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-7/Fc/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-7_FC_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-7/Gain/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-7_GAIN_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-7/Q/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-7_Q_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-7/Slope/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-7_SLOPE_VALUE"
"/Device/Audio/Presets/Live/PreOutputProcess/Channels/Channel-{0}/IIR/IIR-7/Type/Value","PREOUTPUTPROCESS_CHANNEL_IIR_IIR-7_TYPE_VALUE"
"/Device/Audio/Presets/Live/ReadOnly/SnapshotSlotId/Current","READONLY_SNAPSHOTSLOTID_CURRENT"
"/Device/Audio/Presets/Live/ReadOnly/SnapshotSlotId/Modified","READONLY_SNAPSHOTSLOTID_MODIFIED"
"/Device/Audio/Presets/Live/SourceSelection/AnalogInput/Delay/Value","INPUT_SOURCE_ANALOGINPUT_DELAY_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/AnalogInput/Gain/Value","INPUT_SOURCE_ANALOGINPUT_GAIN_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/BackupStrategy/BackupStrategy-{0}/AuxInput/Value","INPUT_SOURCE_BACKUPSTRATEGY_BACKUPSTRATEGY-{0}_AUXINPUT_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/BackupStrategy/BackupStrategy-{0}/CustomThresholdSignalDetect/Enable/Value","INPUT_SOURCE_BACKUPSTRATEGY_BACKUPSTRATEGY-{0}_CUSTOMTHRESHOLDSIGNALDETECT_ENABLE_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/BackupStrategy/BackupStrategy-{0}/CustomThresholdSignalDetect/Src-{1}/Value","INPUT_SOURCE_BACKUPSTRATEGY_BACKUPSTRATEGY-{0}_CUSTOMTHRESHOLDSIGNALDETECT_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/BackupStrategy/BackupStrategy-{0}/DefaultPriority/Value","INPUT_SOURCE_BACKUPSTRATEGY_BACKUPSTRATEGY-{0}_DEFAULTPRIORITY_VALUE"
